instrument_name,mode_category,beat_category,gukak_style,music_src_nm,split_data
해금,평조계열,균등,풍류음악,AP_E01_05145,train
피리,평조계열,균등,풍류음악,AP_E01_03264,train
피리,계면조계열,균등,풍류음악,AP_E01_06936,train
대금,평조계열,균등,풍류음악,AP_E01_03060,train
가야금,평조계열,균등,풍류음악,AP_E01_04081,train
피리,평조계열,균등,풍류음악,AP_E01_03590,train
거문고,평조계열,균등,풍류음악,AP_E05_04275,train
가야금,평조계열,균등,풍류음악,AP_E01_03123,train
가야금,평조계열,균등,풍류음악,AP_E01_03151,train
거문고,평조계열,균등,풍류음악,AP_E01_03656,train
거문고,평조계열,균등,풍류음악,AP_E01_03939,train
거문고,평조계열,균등,풍류음악,AP_E01_03535,train
피리,평조계열,균등,풍류음악,AP_E01_03258,train
대금,평조계열,균등,풍류음악,AP_E04_02016,train
대금,평조계열,균등,풍류음악,AP_E01_03620,train
해금,평조계열,균등,풍류음악,AP_E04_02036,train
대금,평조계열,균등,풍류음악,AP_E01_02586,train
해금,평조계열,균등,풍류음악,AP_E01_04018,train
거문고,평조계열,균등,풍류음악,AP_E01_02955,train
거문고,평조계열,균등,풍류음악,AP_E04_01919,train
해금,평조계열,균등,풍류음악,AP_E05_04331,train
가야금,평조계열,균등,풍류음악,AP_E01_03867,train
해금,평조계열,균등,풍류음악,AP_E01_02479,train
해금,평조계열,균등,풍류음악,AP_E05_00143,train
해금,평조계열,균등,풍류음악,AP_E01_04000,train
가야금,평조계열,균등,풍류음악,AP_E01_03823,train
피리,평조계열,균등,풍류음악,AP_E01_03511,train
대금,평조계열,균등,풍류음악,AP_E01_02907,train
가야금,평조계열,균등,풍류음악,AP_E01_03870,train
피리,평조계열,균등,풍류음악,AP_E01_03106,train
해금,평조계열,균등,풍류음악,AP_E01_03787,train
양금,평조계열,균등,풍류음악,AP_E04_00091,train
피리,평조계열,균등,풍류음악,AP_E01_02898,train
거문고,평조계열,균등,풍류음악,AP_E01_03531,train
거문고,평조계열,균등,풍류음악,AP_E01_03952,train
단소,평조계열,균등,풍류음악,AP_E04_07787,train
해금,평조계열,균등,풍류음악,AP_E01_02286,train
피리,평조계열,균등,풍류음악,AP_E01_03145,train
장구,평조계열,균등,풍류음악,AP_E01_03881,train
피리,평조계열,균등,풍류음악,AP_E01_03113,train
가야금,평조계열,균등,풍류음악,AP_E01_02414,train
대금,평조계열,균등,풍류음악,AP_E01_02386,train
대금,평조계열,균등,풍류음악,AP_E04_01960,train
대금,평조계열,균등,풍류음악,AP_E01_02564,train
가야금,평조계열,균등,풍류음악,AP_E04_01967,train
대금,평조계열,균등,풍류음악,AP_E01_00074,train
거문고,평조계열,균등,풍류음악,AP_E01_02598,train
해금,평조계열,균등,풍류음악,AP_E01_02863,train
가야금,평조계열,균등,풍류음악,AP_E04_02021,train
가야금,평조계열,균등,풍류음악,AP_E01_03180,train
거문고,평조계열,균등,풍류음악,AP_E04_02070,train
가야금,평조계열,균등,풍류음악,AP_E01_02827,train
해금,평조계열,균등,풍류음악,AP_E01_03786,train
해금,평조계열,균등,풍류음악,AP_E05_05472,train
해금,평조계열,균등,풍류음악,AP_E05_04297,train
거문고,평조계열,균등,풍류음악,AP_E05_04273,train
가야금,평조계열,균등,풍류음악,AP_E01_03974,train
해금,평조계열,균등,풍류음악,AP_E05_04305,train
가야금,평조계열,균등,풍류음악,AP_E01_02642,train
해금,평조계열,균등,풍류음악,AP_E01_04095,train
피리,평조계열,균등,풍류음악,AP_E01_02482,train
가야금,평조계열,균등,풍류음악,AP_E01_03234,train
가야금,평조계열,균등,풍류음악,AP_E01_03231,train
가야금,평조계열,균등,풍류음악,AP_E01_02498,train
거문고,평조계열,균등,풍류음악,AP_E04_01923,train
가야금,평조계열,균등,풍류음악,AP_E01_02412,train
피리,평조계열,균등,풍류음악,AM_E01_02406,train
거문고,평조계열,균등,풍류음악,AP_E01_02611,train
피리,평조계열,균등,풍류음악,AP_E01_03883,train
피리,평조계열,균등,풍류음악,AP_E01_03831,train
대금,평조계열,균등,풍류음악,AP_E01_03517,train
해금,평조계열,균등,풍류음악,AP_E05_04303,train
피리,평조계열,균등,풍류음악,AP_E01_03756,train
피리,평조계열,균등,풍류음악,AP_E01_04056,train
가야금,평조계열,균등,풍류음악,AP_E04_02065,train
피리,평조계열,균등,풍류음악,AP_E01_06903,train
대금,평조계열,균등,풍류음악,AP_E01_03476,train
대금,평조계열,균등,풍류음악,AP_E01_03799,train
거문고,평조계열,균등,풍류음악,AP_E01_03076,train
피리,평조계열,균등,풍류음악,AP_E01_02797,train
피리,평조계열,균등,풍류음악,AP_E01_02971,train
가야금,평조계열,균등,풍류음악,AP_E01_02645,train
가야금,평조계열,균등,풍류음악,AP_E01_03671,train
거문고,평조계열,균등,풍류음악,AP_E05_05462,train
피리,평조계열,균등,풍류음악,AP_E01_03344,train
해금,평조계열,균등,풍류음악,AP_E05_04294,train
거문고,평조계열,균등,풍류음악,AP_E01_03002,train
거문고,평조계열,균등,풍류음악,AP_E05_05459,train
해금,평조계열,균등,풍류음악,AP_E05_05487,train
해금,평조계열,균등,풍류음악,AP_E01_02256,train
대금,계면조계열,균등,풍류음악,AP_E02_04857,train
가야금,평조계열,균등,풍류음악,AP_E01_03137,train
피리,평조계열,균등,풍류음악,AP_E01_03581,train
양금,평조계열,균등,풍류음악,AP_E04_00617,train
거문고,평조계열,균등,풍류음악,AP_E01_03486,train
피리,평조계열,균등,풍류음악,AP_E01_03582,train
대금,평조계열,균등,풍류음악,AP_E01_02902,train
가야금,평조계열,균등,풍류음악,AP_E01_03660,train
해금,평조계열,균등,풍류음악,AP_E01_00049,train
가야금,평조계열,균등,풍류음악,AP_E01_03688,train
거문고,평조계열,균등,풍류음악,AP_E01_02624,train
가야금,평조계열,균등,풍류음악,AP_E01_02467,train
가야금,평조계열,균등,풍류음악,AP_E01_02229,train
피리,평조계열,균등,풍류음악,AP_E01_03141,train
해금,평조계열,균등,풍류음악,AP_E01_02696,train
해금,평조계열,균등,풍류음악,AP_E01_02531,train
해금,평조계열,균등,풍류음악,AP_E01_04007,train
단소,평조계열,균등,풍류음악,AP_E04_07778,train
대금,계면조계열,균등,풍류음악,AP_E02_04861,train
가야금,평조계열,균등,풍류음악,AP_E01_03218,train
가야금,평조계열,균등,풍류음악,AP_E01_03178,train
피리,평조계열,균등,풍류음악,AP_E01_02709,train
거문고,평조계열,균등,풍류음악,AP_E01_03488,train
가야금,평조계열,균등,풍류음악,AP_E04_02063,train
대금,평조계열,균등,풍류음악,AP_E01_02983,train
거문고,평조계열,균등,풍류음악,AP_E01_03947,train
해금,평조계열,균등,풍류음악,AP_E01_03693,train
가야금,평조계열,균등,풍류음악,AP_E01_03013,train
태평소,계면조계열,혼합 및 기타,퓨전국악,BP_FS3_03091,val
대금,평조계열,혼합 및 기타,퓨전국악,BP_FS3_02998,val
해금,평조계열,혼합 및 기타,퓨전국악,BP_FS3_03061,val
대금,평조계열,혼합 및 기타,퓨전국악,BP_FS3_03000,val
아쟁,계면조계열,혼합 및 기타,퓨전국악,BP_FS3_03011,val
대금,계면조계열,혼합 및 기타,퓨전국악,BP_FS3_03051,val
소금,평조계열,균등,퓨전국악,BP_FS2_03569,val
소금,평조계열,균등,퓨전국악,BP_FS2_03578,val
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS3_03071,val
아쟁,평조계열,혼합 및 기타,퓨전국악,BP_FS3_02994,val
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS3_03065,val
아쟁,계면조계열,혼합 및 기타,퓨전국악,BP_FS3_03097,val
대금,평조계열,혼합 및 기타,퓨전국악,BP_FS3_03058,val
아쟁,계면조계열,혼합 및 기타,퓨전국악,BP_FS3_03096,val
해금,계면조계열,균등,퓨전국악,BP_FS3_03037,val
해금,평조계열,혼합 및 기타,퓨전국악,BP_FS3_03069,val
해금,평조계열,혼합 및 기타,퓨전국악,BP_FS3_03041,val
아쟁,계면조계열,혼합 및 기타,퓨전국악,BP_FS3_03092,val
대금,계면조계열,균등,퓨전국악,BP_FS3_03026,val
아쟁,평조계열,혼합 및 기타,퓨전국악,BP_FS3_02992,val
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS3_03063,val
대금,평조계열,혼합 및 기타,퓨전국악,BP_FS3_03002,val
소금,평조계열,균등,퓨전국악,BP_FS2_03572,val
아쟁,평조계열,혼합 및 기타,퓨전국악,BP_FS3_02993,val
대금,평조계열,혼합 및 기타,퓨전국악,BP_FS3_02997,val
대금,평조계열,혼합 및 기타,퓨전국악,BP_FS3_02995,val
아쟁,계면조계열,혼합 및 기타,퓨전국악,BP_FS3_03009,val
아쟁,평조계열,혼합 및 기타,퓨전국악,BP_FS3_03093,val
해금,평조계열,균등,퓨전국악,BP_FS3_03085,val
해금,평조계열,혼합 및 기타,퓨전국악,BP_FS3_03062,val
해금,평조계열,혼합 및 기타,퓨전국악,BP_FS3_03006,val
대금,평조계열,혼합 및 기타,퓨전국악,BP_FS3_03056,val
대금,계면조계열,균등,퓨전국악,BP_FS3_03028,val
아쟁,계면조계열,혼합 및 기타,퓨전국악,BP_FS3_03100,val
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS3_03070,val
대금,평조계열,혼합 및 기타,퓨전국악,BP_FS3_03022,val
소금,평조계열,균등,퓨전국악,BP_FS2_03576,val
아쟁,평조계열,혼합 및 기타,퓨전국악,BP_FS3_02989,val
대금,계면조계열,혼합 및 기타,퓨전국악,BP_FS3_03054,val
대금,평조계열,혼합 및 기타,퓨전국악,BP_FS3_03049,val
태평소,계면조계열,혼합 및 기타,퓨전국악,BP_FS2_03600,val
해금,평조계열,혼합 및 기타,퓨전국악,BP_FS3_03042,val
대금,계면조계열,혼합 및 기타,퓨전국악,BP_FS3_03055,val
태평소,계면조계열,혼합 및 기타,퓨전국악,BP_FS2_03601,val
태평소,평조계열,혼합 및 기타,퓨전국악,BP_FS3_03046,val
대금,평조계열,혼합 및 기타,퓨전국악,BP_FS3_02996,val
해금,계면조계열,균등,퓨전국악,BP_FS3_03084,val
대금,평조계열,혼합 및 기타,퓨전국악,BP_FS3_03057,val
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS3_03082,val
태평소,평조계열,혼합 및 기타,퓨전국악,BP_FS3_03044,val
대금,평조계열,혼합 및 기타,퓨전국악,BP_FS3_03021,val
소금,평조계열,균등,퓨전국악,BP_FS2_03574,val
태평소,평조계열,혼합 및 기타,퓨전국악,BP_FS3_03090,val
대금,평조계열,혼합 및 기타,퓨전국악,BP_FS3_03052,val
아쟁,평조계열,혼합 및 기타,퓨전국악,BP_FS3_02991,val
해금,평조계열,혼합 및 기타,퓨전국악,BP_FS3_03005,val
소금,평조계열,균등,퓨전국악,BP_FS2_03577,val
해금,계면조계열,균등,퓨전국악,BP_FS3_03086,val
태평소,계면조계열,혼합 및 기타,퓨전국악,BP_FS3_03077,val
대금,평조계열,혼합 및 기타,퓨전국악,BP_FS3_03001,val
해금,계면조계열,균등,퓨전국악,BP_FS3_03034,val
소금,평조계열,균등,퓨전국악,BP_FS2_03568,val
대금,계면조계열,혼합 및 기타,퓨전국악,BP_FS3_03053,val
대금,계면조계열,균등,퓨전국악,BP_FS3_03027,val
해금,계면조계열,균등,퓨전국악,BP_FS3_03033,val
해금,평조계열,혼합 및 기타,퓨전국악,BP_FS3_03040,val
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS3_03064,val
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS3_03073,val
소금,평조계열,균등,퓨전국악,BP_FS2_03573,val
대금,평조계열,균등,퓨전국악,BP_FS3_03029,val
대금,평조계열,혼합 및 기타,퓨전국악,BP_FS3_03003,val
대금,계면조계열,혼합 및 기타,퓨전국악,BP_FS3_03059,val
대금,계면조계열,혼합 및 기타,퓨전국악,BP_FS3_03023,val
해금,계면조계열,균등,퓨전국악,BP_FS3_03032,val
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS3_03068,val
태평소,계면조계열,혼합 및 기타,퓨전국악,BP_FS3_03089,val
해금,평조계열,혼합 및 기타,퓨전국악,BP_FS3_03039,val
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS3_03072,val
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS3_03074,val
해금,계면조계열,균등,퓨전국악,BP_FS3_03035,val
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS3_03066,val
아쟁,평조계열,혼합 및 기타,퓨전국악,BP_FS3_03010,val
해금,계면조계열,균등,퓨전국악,BP_FS3_03083,val
해금,평조계열,혼합 및 기타,퓨전국악,BP_FS3_03024,val
대금,평조계열,혼합 및 기타,퓨전국악,BP_FS3_03060,val
태평소,평조계열,혼합 및 기타,퓨전국악,BP_FS3_03045,val
아쟁,계면조계열,혼합 및 기타,퓨전국악,BP_FS3_03094,val
소금,평조계열,균등,퓨전국악,BP_FS2_03575,val
아쟁,평조계열,혼합 및 기타,퓨전국악,BP_FS3_02988,val
아쟁,평조계열,혼합 및 기타,퓨전국악,BP_FS3_02990,val
태평소,계면조계열,혼합 및 기타,퓨전국악,BP_FS3_03076,val
대금,평조계열,혼합 및 기타,퓨전국악,BP_FS3_02999,val
아쟁,계면조계열,혼합 및 기타,퓨전국악,BP_FS3_03098,val
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS3_03067,val
태평소,계면조계열,혼합 및 기타,퓨전국악,BP_FS3_03047,val
해금,계면조계열,균등,퓨전국악,BP_FS3_03031,val
대금,계면조계열,혼합 및 기타,퓨전국악,BP_FS3_03050,val
소금,평조계열,균등,퓨전국악,BP_FS2_03570,val
대금,계면조계열,혼합 및 기타,퓨전국악,BP_FS3_03102,val
대금,계면조계열,균등,퓨전국악,BP_FS3_03030,val
아쟁,계면조계열,혼합 및 기타,퓨전국악,BP_FS3_03095,val
아쟁,계면조계열,혼합 및 기타,퓨전국악,BP_FS3_03099,val
해금,평조계열,혼합 및 기타,퓨전국악,BP_FS3_03007,val
소금,평조계열,균등,퓨전국악,BP_FS2_03571,val
해금,계면조계열,균등,퓨전국악,BP_FS3_03036,val
해금,계면조계열,균등,퓨전국악,BP_FS3_03038,val
태평소,계면조계열,균등,퓨전국악,BP_FS2_03595,val
장구,,균등,민속악,AP_F13_00532,val
장구,,혼합 및 기타,민속악,AP_F13_00526,val
장구,,균등,민속악,AP_F13_00473,val
장구,,혼합 및 기타,민속악,AP_F13_00528,val
장구,,균등,민속악,AP_F13_00529,val
장구,,불균등,민속악,AP_F13_00538,val
장구,,혼합 및 기타,민속악,AP_F13_00524,val
장구,,불균등,민속악,AP_F13_00534,val
장구,,불균등,민속악,AP_F13_00535,val
장구,,균등,민속악,AP_F13_00531,val
장구,,균등,민속악,AP_F13_00537,val
장구,,균등,민속악,AP_F13_00540,val
장구,,균등,민속악,AP_F13_00521,val
장구,,균등,민속악,AP_F13_00533,val
장구,,균등,민속악,AP_F13_00541,val
장구,,불균등,민속악,AP_F13_00543,val
장구,,균등,민속악,AP_F13_00474,val
장구,,균등,민속악,AP_F13_00542,val
장구,,균등,민속악,AP_F13_00536,val
장구,,혼합 및 기타,민속악,AP_F13_00472,val
장구,,균등,민속악,AP_F13_00539,val
장구,,균등,민속악,AP_F13_00545,val
장구,,혼합 및 기타,민속악,AP_F13_00527,val
장구,,혼합 및 기타,민속악,AP_F13_00523,val
장구,,혼합 및 기타,민속악,AP_F13_00525,val
장구,,균등,민속악,AP_F13_00520,val
